id,type,brand,name,country,price,caliber,description
505,bolt-action,Mauser,Mauser M03 Extreme 8x68S Special,ГЕРМАНИЯ,239750,8x68 S,
506,bolt-action,Zoli,Zoli Taiga .30-06,ИТАЛИЯ,104300,.30-06,
507,bolt-action,Zoli,Zoli Taiga .308,ИТАЛИЯ,104300,.308,
508,bolt-action,Zoli,Zoli Taiga .243,ИТАЛИЯ,104300,.243,
509,bolt-action,Zoli,Zoli Taiga .300WM,ИТАЛИЯ,104300,.300 Win Mag,
510,bolt-action,Zoli,Zoli Taiga 9.3x62,ИТАЛИЯ,104300,9.3x62,
511,bolt-action,Mauser,Mauser M03 9.3x62,ГЕРМАНИЯ,237300,9.3x62,
512,bolt-action,Mauser,Mauser M03 .375H&H ,ГЕРМАНИЯ,256200,.375 H&amp;H,
513,bolt-action,CZ,CZ 550 PREDATOR .308 ,ЧЕХИЯ,65100,.308,
514,bolt-action,CZ,CZ 750 S1M1 .308 10-мест. магазин,ЧЕХИЯ,193200,.308,
515,bolt-action,Blaser,Blaser R8 St .308 ,ГЕРМАНИЯ,342800,.308,
516,bolt-action,Zoli,Zoli AZ1900 Black Magic .308,ИТАЛИЯ,236950,.308,
517,bolt-action,Zoli,Zoli AZ1900 Black Magic .300WM,ИТАЛИЯ,236950,.300 Win Mag,
518,bolt-action,Sauer,Sauer 202 .30-06 Forest XT 56,ГЕРМАНИЯ,246050,.30-06,
519,bolt-action,Sauer,Sauer 90 8x68 Final Edition GTI,ГЕРМАНИЯ,540400,8x68 S,
520,bolt-action,Sauer,Sauer 202 .308 Varmint XT Muzzle Thread 56,ГЕРМАНИЯ,209300,.308,
521,bolt-action,Другое,Z-008 .308 Охота,,298900,.308,
522,bolt-action,Sauer,Sauer 101 .243 Classic XT 56,ГЕРМАНИЯ,131600,.243,
523,bolt-action,Sauer,Sauer 202 8х68 Classic 60 wood,ГЕРМАНИЯ,203350,8x68 S,
524,bolt-action,Sauer,Sauer 101 .30-06 Classic 56,ГЕРМАНИЯ,149450,.30-06,
525,bolt-action,Sauer,Sauer 101 6.5x55 Classic 56,ГЕРМАНИЯ,149450,6.5x55,
526,bolt-action,Sauer,Sauer 101 9.3x62 Classic 56,ГЕРМАНИЯ,149450,9.3x62,
527,bolt-action,Sauer,Sauer 101 .243 Classic 56,ГЕРМАНИЯ,149450,.243,
528,bolt-action,Sauer,Sauer 101 9.3x62 Classic XT 56,ГЕРМАНИЯ,131600,9.3x62,
529,bolt-action,Sauer,Sauer 101 .300 Classic 62,ГЕРМАНИЯ,149450,.300,
530,bolt-action,Sauer,Sauer 101 .300 Classic XT 62,ГЕРМАНИЯ,131600,.300,
531,bolt-action,Другое,Z-008 .300,,261800,.300,
532,bolt-action,Другое,Z-008 6.5-284,,270200,6.5-284 Norma,
533,bolt-action,Sauer,Sauer 202 .308 .223 Classic 56,ГЕРМАНИЯ,290500,.308 / .223,
534,bolt-action,Sauer,Sauer 202 .30-06 Polar,ГЕРМАНИЯ,224700,.30-06,
535,bolt-action,Другое,Z-008 .308,,270200,.308,
536,bolt-action,CZ,CZ 550 LUX 6.5x55 5-мест. фикс. магазин,ЧЕХИЯ,66850,6.5x55,
537,bolt-action,CZ,CZ 550 LUX .243 4-мест. магазин,ЧЕХИЯ,75950,.243,
538,bolt-action,Sako,Sako 85 Hunter 9.3x62,ФИНЛЯНДИЯ,141750,9.3x62,
539,bolt-action,Blaser,Blaser R93 St .30-06 .243 ,ГЕРМАНИЯ,391200,.30-06 / .243,
540,bolt-action,Zoli,Zoli AZ1900 .308 Alpen,ИТАЛИЯ,126000,.308,
541,bolt-action,Blaser,Blaser R93 St .30-06 ,ГЕРМАНИЯ,294000,.30-06,
542,bolt-action,Zoli,Zoli AZ1900 .308 Black,ИТАЛИЯ,169400,.308,
543,bolt-action,Browning,Browning Acera .300WM Elite,БЕЛЬГИЯ,96250,.300 Win Mag,
544,bolt-action,Zoli,Zoli AZ1900 Bavarian 9.3x62,ИТАЛИЯ,94850,9.3x62,
545,bolt-action,Sauer,Sauer 202 .300 Elegance 65,ГЕРМАНИЯ,352800,.300,
546,bolt-action,Sauer,Sauer 202 9.3х62 Elegance 60,ГЕРМАНИЯ,311150,9.3x62,
547,bolt-action,Sauer,Sauer 202 .308 Forest XT 56,ГЕРМАНИЯ,246050,.308,
548,bolt-action,Sauer,Sauer 202 .308 Elegance 60,ГЕРМАНИЯ,311150,.308,
549,bolt-action,Sako,Sako 85 Bavarian 9.3x62 WS 570,ФИНЛЯНДИЯ,144900,9.3x62,
550,bolt-action,Tikka,Tikka T3 Hunter 9.3х62 WS 570,ФИНЛЯНДИЯ,98350,9.3x62,
551,bolt-action,Sauer,Sauer 202 .30-06 Classic GTI 51,ГЕРМАНИЯ,297150,.30-06,
552,bolt-action,Sauer,Sauer 202 .300 Classic 60,ГЕРМАНИЯ,240450,.300,
553,bolt-action,Sauer,Sauer 202 .30-06 Synchro XT 56,ГЕРМАНИЯ,252000,.30-06,
554,bolt-action,Sauer,Sauer 202 .300 Synchro XT 60,ГЕРМАНИЯ,273000,.300,
555,bolt-action,Sauer,Sauer 202 .30-06 Elegance GTI 56,ГЕРМАНИЯ,359450,.30-06,
556,bolt-action,Sauer,Sauer 202 .30-06 Сlassic GTI 61,ГЕРМАНИЯ,281400,.30-06,
557,bolt-action,John Rigby,John Rigby London Best Big Game .416Rigby 10350,ВЕЛИКОБРИТАНИЯ,5680350,.416 Rigby,
558,bolt-action,John Rigby,John Rigby London Best .416Rigby 10325,ВЕЛИКОБРИТАНИЯ,4141350,.416 Rigby,
559,bolt-action,John Rigby,John Rigby London Best G .416Rigby 10326,ВЕЛИКОБРИТАНИЯ,5368500,.416 Rigby,
560,bolt-action,Sako,Sako 85 Varmint Laminated Stainless .22-250Rem,ФИНЛЯНДИЯ,130550,.22-250 Rem,
561,bolt-action,Sako,Sako 85 Varmint .22-250Rem,ФИНЛЯНДИЯ,117600,.22-250 Rem,
562,bolt-action,Другое,Hauptmann .300WM,,6048000,.300 Win Mag,
563,bolt-action,Sauer,Sauer 202 9.3x62 TD Av Grande Lux,ГЕРМАНИЯ,742000,9.3x62,
564,bolt-action,Sauer,Sauer 202 .30-06 Highland 51,ГЕРМАНИЯ,246400,.30-06,
565,bolt-action,Mauser,Mauser M12 9.3x62 ,ГЕРМАНИЯ,149450,9.3x62,
566,bolt-action,Mauser,Mauser M12 .338 WM class 1,ГЕРМАНИЯ,149450,.338,
567,bolt-action,Zoli,Zoli AZ1900 Bavarian .243,ИТАЛИЯ,94850,.243,
568,bolt-action,Zoli,Zoli AZ1900 Bavarian .300 WinMag,ИТАЛИЯ,94850,.300 Win Mag,
569,bolt-action,Sauer,Sauer 202 9.3х62 Classic 56,ГЕРМАНИЯ,219450,9.3x62,
570,bolt-action,Blaser,Blaser R93 Pr 8x68,ГЕРМАНИЯ,346000,8x68 S,
571,bolt-action,Blaser,Blaser R93 L 9.3x62 ,ГЕРМАНИЯ,325200,9.3x62,
572,bolt-action,Zoli,Zoli AZ1900 .30-06 SLX,ИТАЛИЯ,245700,.30-06,
573,bolt-action,Blaser,Blaser R93 L 8x68 ,ГЕРМАНИЯ,357600,8x68 S,
574,bolt-action,Blaser,Blaser R93 A 9.3x62 ,ГЕРМАНИЯ,516000,9.3x62,
575,bolt-action,Blaser,Blaser R93 St .308 ,ГЕРМАНИЯ,294000,.308,
576,bolt-action,Blaser,Blaser R93 G-L .30-06 .223 ,ГЕРМАНИЯ,652400,.30-06 / .223,
577,bolt-action,Merkel,Merkel KR1 .300 .223,ГЕРМАНИЯ,239600,.300 / .223,
578,bolt-action,Mauser,Mauser M12 .300 WM class 1,ГЕРМАНИЯ,149450,.300,
579,bolt-action,Mauser,Mauser M12 .243 Win ,ГЕРМАНИЯ,149450,.243 Win,
580,bolt-action,Blaser,Blaser R93 L .30-06 .223,ГЕРМАНИЯ,450800,.30-06 / .223,
581,bolt-action,Blaser,Blaser R93 A .30-06,ГЕРМАНИЯ,516000,.30-06,
582,bolt-action,Blaser,Blaser R93 St .308 .223,ГЕРМАНИЯ,419600,.308 / .223,
583,bolt-action,CZ,CZ 550 STANDART .30-06 5-мест. фикс. магазин,ЧЕХИЯ,66850,.30-06,
584,bolt-action,CZ,CZ 550 LUX .243 5-мест. фикс. магазин,ЧЕХИЯ,71400,.243,
585,bolt-action,Zoli,Zoli AZ1900 9.3x62,ИТАЛИЯ,79450,9.3x62,
586,bolt-action,Browning,Browning Acera .300WM,БЕЛЬГИЯ,98210,.300 Win Mag,
587,bolt-action,Blaser,Blaser R93 Pr .30-06 .223,ГЕРМАНИЯ,435200,.30-06 / .223,
588,combi,Blaser,Blaser BBF97 L .243 12/76 +чехол ,ГЕРМАНИЯ,266000,.243 / 12,
589,combi,Blaser,Blaser BD14 Luxus .20/76 .222 Rem .9.3x74R,ГЕРМАНИЯ,929200,20 / .222 / .9.3x74 R,
590,combi,Blaser,Blaser BD14 Luxus .20/76 .222 Rem .30-06,ГЕРМАНИЯ,929200,20 / .222 / .30-06,
591,combi,Blaser,Blaser BD14 St .20/76 .222 Rem .9.3x74R,ГЕРМАНИЯ,741600,20 / .222 / .93x74 R,
592,combi,Blaser,Blaser BD14 St .20/76 .222 Rem .308,ГЕРМАНИЯ,684800,20 / .222 / .308,
593,combi,Blaser,Blaser BD14 Luxus .20/76 .222 Rem .308,ГЕРМАНИЯ,857600,20 / .222 / .308,
594,combi,Krieghoff,Krieghoff Ultra 20 TS 20/76 - .30-06,ГЕРМАНИЯ,500130,20 / .30-06,
595,combi,Zoli,Zoli RT Corona St 20/.308,ИТАЛИЯ,50,20 / .308,
596,combi,Zoli,Zoli RT Corona Lux 12/9.3x74,ИТАЛИЯ,213885,12 / 9.3x74,
597,combi,Zoli,Zoli RT Corona Lux 12/.243,ИТАЛИЯ,223650,12 / .243,
598,combi,Zoli,Zoli RT Corona Lux 12/.308,ИТАЛИЯ,247275,12. / 308,
599,combi,Sauer,Sauer&Sohn 8x57JRS-20/76 Mod IX BF Individual кейс,ГЕРМАНИЯ,2205000,8x57 JRS / 20,
600,combi,Krieghoff,"Krieghoff Ultra 20 TS 20/76 -9,3x74 R",ГЕРМАНИЯ,483300,20 / 9.3x74 R,
601,combi,Blaser,Blaser BBF97 St .308 20/76 ,ГЕРМАНИЯ,344000,.308 / 20,
602,combi,Blaser,Blaser BBF97 St .243 20/76,ГЕРМАНИЯ,344000,.243 / 20,
603,combi,Krieghoff,"Krieghoff Ultra 20 20/9,3x74 .223/9,3x74R 9.3x74/9.3x74",ГЕРМАНИЯ,1589625,20 / 9.3x74 / .223 / 9.3x74 R,
604,combi,Krieghoff,Krieghoff Drilling Optima 20/76 9.3x74 9.3x74 Small Game,ГЕРМАНИЯ,1216013,20 / 9.3x74,
605,combi,Zoli,Zoli RT Corona St 20/.30-06,ИТАЛИЯ,50,20 / .30-06,
606,combi,Krieghoff,Krieghoff Drilling Optima 20/76 20/76 9.3x74 Small Game,ГЕРМАНИЯ,921375,20 / 9.3x74,
607,combi,Zoli,Zoli RT Corona Lux 12/.223,ИТАЛИЯ,50,12 / .223,
608,combi,Zoli,Zoli RT Corona St 12/.223,ИТАЛИЯ,50,12 / .223,
609,combi,Zoli,Zoli RT Corona St 20/.243,ИТАЛИЯ,50,20 / .243,
610,combi,Fabarm,Fabarm Dual AL 9.3x74-12/76,ИТАЛИЯ,147350,9.3x74 / 12,
611,combi,Fabarm,Fabarm Dual AL Combo .30-06-12/76 12/76-12/76,ИТАЛИЯ,214900,.30-06 / 12,
612,combi,Fabarm,Fabarm Dual AL DT .30-06-12/76,ИТАЛИЯ,155400,.30-06 / 12,
613,combi,Blaser,Blaser BBF97 L .243 12/76,ГЕРМАНИЯ,449600,.243 / 12,
614,combi,Blaser,Blaser BBF97 L .308 12/76,ГЕРМАНИЯ,449600,.308 / 12,
615,combi,Merkel,Merkel 96K Jagd 12/12 .223,ГЕРМАНИЯ,460800,.223,
616,combi,Zoli,Zoli RT Corona St 12/.243,ИТАЛИЯ,50,12 / .243,
617,combi,Zoli,Zoli RT Corona Lux 12/.30-06,ИТАЛИЯ,247275,12 / .30-06,
618,combi,Zoli,Zoli RT Corona St 12/.30-06,ИТАЛИЯ,50,12 / .30-06,
619,combi,Blaser,Blaser D99 L 9.3x74 20/76 20/76,ГЕРМАНИЯ,609600,9.3x74 / 20,
620,combi,Blaser,Blaser BBF97 St .30-06 12/76,ГЕРМАНИЯ,344000,.30-06 / 12,
621,combi,Zoli,Zoli RT Corona St 12/9.3x74,ИТАЛИЯ,50,12 / 9.3x74,
622,combi,Blaser,Blaser BBF97 St .243 12/76,ГЕРМАНИЯ,344000,.243 / 12,
623,combi,Blaser,Blaser BBF97 L 9.3х74 12/76,ГЕРМАНИЯ,449600,9.3x74 / 12,
624,combi,Blaser,Blaser BBF97 St .308 12/76,ГЕРМАНИЯ,344000,.308 / 12,
625,combi,Blaser,Blaser BBF97 L .30-06 12/76,ГЕРМАНИЯ,449600,.30-06 / 12,
626,combi,Blaser,Blaser BBF97 St 9.3x74 12/76,ГЕРМАНИЯ,344000,9.3x74 / 12,
627,combi,Zoli,Zoli RT Corona St 12/.222,ИТАЛИЯ,165060,12 / .222,
